video_id,title,url
WCb8HSE5zxQ,Crazy Cash! | Hardcore Pawn | Full Episode | S2 E1,https://www.youtube.com/watch?v=WCb8HSE5zxQ
ptQceBRxMWQ,The Biggest Family Fights Seen on Hardcore Pawn! | Hardcore Pawn,https://www.youtube.com/watch?v=ptQceBRxMWQ
WEFWzrZBErY,Stolen Gold? | Hardcore Pawn | Season 5 | Episode 3,https://www.youtube.com/watch?v=WEFWzrZBErY
egUliDwUOCs,30th Anniversary Party Sparks Explosive Event Planning Clash | Hardcore Pawn | Full Episode | S4 E12,https://www.youtube.com/watch?v=egUliDwUOCs
YPShugSjfEI,Hardcore Pawn - Tressa Returns #trutv #realityshow #hardcorepawn,https://www.youtube.com/watch?v=YPShugSjfEI
rWXcaDDtcXk,A Family at War! | Hardcore Pawn | Full Episode | S3 E5,https://www.youtube.com/watch?v=rWXcaDDtcXk
kRKRD1Rfgfc,Seth’s Secret Plan Exposed! | Hardcore Pawn | Full Episode | S5 E13,https://www.youtube.com/watch?v=kRKRD1Rfgfc
jiyWVvAlgzQ,Seth Takes Control | Hardcore Pawn | Season 10 | Episode 3,https://www.youtube.com/watch?v=jiyWVvAlgzQ
oltdkwIV-3g,¿Oro robado? | Hardcore Pawn Esp | Empeños a lo bestia | Temporada 5 Episodio 3,https://www.youtube.com/watch?v=oltdkwIV-3g
7ACSLVdC48o,American Jewellery's Big 30th Anniversary! | Hardcore Pawn | Full Episode | S4 E1,https://www.youtube.com/watch?v=7ACSLVdC48o
h9BTJl27_jI,Seth's Big Mistake... | Hardcore Pawn | Season 13 | Episode 11,https://www.youtube.com/watch?v=h9BTJl27_jI
uqAaScwI0SA,Les' Master Plan... | Hardcore Pawn | Full Episode | S5 E12,https://www.youtube.com/watch?v=uqAaScwI0SA
DMTq3PMQxoQ,Customer Gets Smacked In Store! | Hardcore Pawn | Season 7 | Episode 5,https://www.youtube.com/watch?v=DMTq3PMQxoQ
IhRvlIw2zlQ,Les' Way Is The Only Way | Hardcore Pawn | Full Episode | S3 E10,https://www.youtube.com/watch?v=IhRvlIw2zlQ
ng2HHwr5v20,Husband Buys Wife Fake Gold! | Hardcore Pawn | Season 2 | Episode 7,https://www.youtube.com/watch?v=ng2HHwr5v20
nVyNCm2nRdE,Gold War | Hardcore Pawn | Full Episode | S3 E4,https://www.youtube.com/watch?v=nVyNCm2nRdE
dr5fcWzeN1Q,Blackout Fallout Sparks Explosive Father-Son Clash | Hardcore Pawn | Full Episode | S5 E12,https://www.youtube.com/watch?v=dr5fcWzeN1Q
GVlbYRAQjD8,Les Has a New Friend! - Hardcore Pawn Season 7 Episode 11,https://www.youtube.com/watch?v=GVlbYRAQjD8
9apXNddrUpQ,Heart-warming story: Lady Gets Her Items Back! | Hardcore Pawn | Season 3 | Episode 10,https://www.youtube.com/watch?v=9apXNddrUpQ
26bz0Qx63bQ,Hardcore Pawn - Guy tries to sell baseball tickets,https://www.youtube.com/watch?v=26bz0Qx63bQ
ngagpp-1anQ,Les Rehires a Betrayer... | Hardcore Pawn | Full Episode | S7 E4,https://www.youtube.com/watch?v=ngagpp-1anQ
